Case Study,Sampling Strategy,Sample Set Size,Area
Polly,solverBased,920,-0.0008334008693476478
Polly,solverBased,930,-0.0008450381802021778
Polly,solverBased,940,-0.0008564284137819278
Polly,solverBased,950,-0.0008675793561224382
Polly,solverBased,960,-0.000878498469515432
Polly,solverBased,970,-0.0008891929091623019
Polly,solverBased,980,-0.0008996695388100766
Polly,solverBased,990,-0.0009099349454416582
Polly,solverBased,1000,-0.0009199954530864098
Polly,solverBased,1010,-0.0009271904691452623
Polly,solverBased,1020,-0.0009368591632864326
Polly,solverBased,1030,-0.0008823404789634798
Polly,solverBased,1040,-0.0008769731442701358
Polly,solverBased,1050,-0.0008860956821760391
Polly,solverBased,1060,-0.0008950464201841768
Polly,solverBased,1070,-0.0008798301661144673
Polly,solverBased,1080,-0.0008477848833817822
Polly,solverBased,1090,-0.00082358169913415
Polly,solverBased,1100,-0.000828558245281198
Polly,solverBased,1110,-0.0007807186657740566
Polly,solverBased,1120,-0.000770066956829296
Polly,solverBased,1130,-0.0007779403067876392
Polly,solverBased,1140,-0.0007856757689631659
Polly,solverBased,1150,-0.0006792769341705116
Polly,solverBased,1160,-0.0006867472696161225
Polly,solverBased,1170,-0.0006934234575049768
Polly,solverBased,1180,-0.0007006420667129515
Polly,solverBased,1190,-0.0007077395575405623
Polly,solverBased,1200,-0.0007147189528960751
Polly,solverBased,1210,-0.0007049165092550328
Polly,solverBased,1220,-0.000711668387409002
Polly,solverBased,1230,-0.0006716439896821855
Polly,solverBased,1240,-0.0006781792969604361
Polly,solverBased,1250,-0.0006846102055431595
Polly,solverBased,1260,-0.0006909391971612683
Polly,solverBased,1270,-0.0006971686755037207
Polly,solverBased,1280,-0.0007033009692612777
Polly,solverBased,1290,-0.0007093383350289113
Polly,solverBased,1300,-0.0007152829600744596
Polly,solverBased,1310,-0.0007211369649806669
Polly,solverBased,1320,-0.0007269024061673129
Polly,solverBased,1330,-0.0007325812782997327
Polly,solverBased,1340,-0.0007381755165896529
Polly,solverBased,1350,-0.0007436869989939191
Polly,solverBased,1360,-0.0007491175483163656
Polly,solverBased,1370,-0.0007544689342177626
Polly,solverBased,1380,-0.0007597428751385052
Polly,solverBased,1390,-0.0007442743734717577
Polly,solverBased,1400,-0.0007493983839911957
Polly,solverBased,1410,-0.0007544498155372507
Polly,solverBased,1420,-0.0007527635326322012
Polly,solverBased,1430,-0.0007576743570275945
Polly,solverBased,1440,-0.0007625170691872836
Polly,solverBased,1450,-0.0007672930763758435
Polly,solverBased,1460,-0.0007720037473553117
Polly,solverBased,1470,-0.0007766504136930173
Polly,solverBased,1480,-0.0007812343710164643
Polly,solverBased,1490,-0.0007744235468844156
Polly,solverBased,1500,-0.0007788858352765308
Polly,solverBased,1510,-0.000777289097703788
Polly,solverBased,1520,-0.000781634497608461
Polly,solverBased,1530,-0.0007859231680556573
Polly,solverBased,1540,-0.0007901562127183104
Polly,solverBased,1550,-0.0007943347068240929
Polly,solverBased,1560,-0.0007984596980659563
Polly,solverBased,1570,-0.0008025322074779166
Polly,solverBased,1580,-0.0008065532302776256
Polly,solverBased,1590,-0.0008105237366771874
Polly,solverBased,1600,-0.0008144446726636035
Polly,solverBased,1610,-0.0008183169607501751
Polly,solverBased,1620,-0.0008221415007001037
Polly,solverBased,1630,-0.0008259191702234949
Polly,solverBased,1640,-0.0008296508256488863
Polly,solverBased,1650,-0.0008333373025703932
Polly,solverBased,1660,-0.0008369794164714851
Polly,solverBased,1670,-0.0008405779633263816
Polly,solverBased,1680,-0.0008441337201799953
Polly,solverBased,1690,-0.0008476474457073073
Polly,solverBased,1700,-0.0008511198807530247
Polly,solverBased,1710,-0.0008545517488523253
Polly,solverBased,1720,-0.0008579437567334566
Polly,solverBased,1730,-0.0008612965948029246
Polly,solverBased,1740,-0.0008646109376139705
Polly,solverBased,1750,-0.0008638874443190053
Polly,solverBased,1760,-0.0008657934257733019
Polly,solverBased,1770,-0.0008689961782905591
Polly,solverBased,1780,-0.0008721629840509126
Polly,solverBased,1790,-0.0008666277781619558
Polly,solverBased,1800,-0.0008597244823732926
Polly,solverBased,1810,-0.0008161203387784691
Polly,solverBased,1820,-0.0008191492435047667
Polly,solverBased,1830,-0.0008221450803913205
Polly,solverBased,1840,-0.000825108387989341
Polly,solverBased,1850,-0.000821373026551529
Polly,solverBased,1860,-0.0008222728450110897
Polly,solverBased,1870,-0.0008251416812840696
Polly,solverBased,1880,-0.0008279800292287225
Polly,solverBased,1890,-0.0008307883722622582
Polly,solverBased,1900,-0.0008335671836353177
Polly,solverBased,1910,-0.0008363169266978354
Polly,solverBased,1920,-0.0008390380551566022
Polly,solverBased,1930,-0.000841731013324829
Polly,solverBased,1940,-0.0008443962363640004
Polly,solverBased,1950,-0.000847034150518293
Polly,solverBased,1960,-0.000831645173341827
Polly,solverBased,1970,-0.0008342297139190015
Polly,solverBased,1980,-0.000831454839744828
Polly,solverBased,1990,-0.0008339876102654934
